name,use,dmlens
5D4ag,0.0,0.0
5D4be,0.0,0.0
5D4bi,0.0,0.0
5D4bm,0.0,0.0
5D4cq,0.0,0.0
5D4cw,0.0,0.0
5D4dw,0.0,0.0
5D4ef,0.0,0.0
5D4ek,0.0,0.0
5D4ff,0.0,0.0
5D4fo,0.0,0.0
5D4hn,0.0,0.0
6D2ca,1.0,0.029329449291942235
6D2cd,1.0,-0.07264593752405782
6D2ck,0.0,0.0
6D2ga,1.0,0.07398013662664564
6D3bz,0.0,0.0
6D3df,1.0,0.008348262712863153
6D3dt,1.0,-0.0014261633977961253
6D3el,1.0,-0.002267202951440346
6D3en,0.0,0.0
6D3fp,1.0,0.0066199689812700725
6D3gn,1.0,0.0044794584118001595
6D4ba,0.0,0.0
6D4bw,0.0,0.0
6D4cl,0.0,0.0
6D4cq,0.0,0.0
744,1.0,0.0011435841527288272
1112,1.0,-0.006153223531843825
1241,0.0,0.0
1371,1.0,0.0003364423802742348
1580,1.0,-0.006359823722001095
1794,1.0,0.0011435841527288272
2031,0.0,0.0
2102,1.0,0.00021808769800281158
2165,1.0,-0.015484578000948103
2422,1.0,0.0023276488317707147
2635,1.0,-0.004004592568656385
2689,1.0,0.002054639354566509
2916,0.0,0.0
2992,1.0,0.0009961106128550878
3080,1.0,0.00020656172368572687
3087,1.0,-0.002794153209549896
3317,1.0,-0.004225642233192594
3377,1.0,-0.009013066669542732
3451,1.0,0.0017067666020781276
4046,1.0,0.006197995869506047
4241,1.0,-0.014105457856745962
4679,1.0,0.0008238625243338071
5103,1.0,-0.005792379593522579
5533,1.0,0.0014835095788023611
5549,1.0,-0.0006272312925522429
5635,1.0,-0.0005267936502078509
5957,1.0,0.005372257259442064
5994,0.0,0.0
6057,1.0,-0.003110665503027525
6108,1.0,-0.0037009487000882954
6196,1.0,0.0003877050783101105
6315,1.0,-0.0011159812839625534
6422,1.0,0.0013691529982208747
6558,0.0,0.0
6924,0.0,0.0
7147,1.0,0.000912257986291511
7243,1.0,0.0012580299785977219
7779,0.0,0.0
7847,1.0,-8.888921639042639e-05
8495,1.0,0.0025107493066530906
8921,1.0,-0.002048707429724023
9032,0.0,0.0
9457,1.0,-0.0002710005726994733
9467,1.0,0.0025966095168228846
12779,1.0,0.00025255917752908065
12781,1.0,-0.0009098250323172708
12856,1.0,0.0014937443428357732
12881,0.0,0.0
12883,1.0,0.005992954641665829
12898,0.0,0.0
12927,1.0,0.0015234096443020395
12950,1.0,0.00025255917752908065
12972,0.0,0.0
13005,1.0,-5.271546935744337e-05
13038,1.0,-0.003227733891066179
13044,1.0,-0.00020008611356226347
13136,1.0,-0.019663105260737973
13152,1.0,0.003949012922127733
13254,1.0,0.002231957502794821
13411,1.0,0.0019566033106872627
13578,0.0,0.0
13610,1.0,-0.024575852426547286
13689,1.0,0.006510098690809487
13736,1.0,-0.0006762346865672941
13796,1.0,-0.00284071515478059
14019,1.0,0.0032161092547885357
14024,1.0,0.0007764789518496607
14108,0.0,0.0
14331,1.0,0.0037660841509161436
14397,1.0,-0.02123039275764293
14421,1.0,0.001760858648717385
14451,1.0,0.002209733548463754
14735,1.0,0.004337282173104838
14871,1.0,0.0011435841527288272
14979,1.0,0.0025991158517100553
15057,1.0,-0.0008274812408437821
15129,1.0,0.0019418203640606448
15161,1.0,0.0023655793204945996
15213,1.0,0.009539294864694129
15219,1.0,0.004405166062666448
15234,1.0,0.00013738681437345537
15259,1.0,-0.0068481638814677556
15287,1.0,0.00012878351146854063
15301,1.0,0.00038642981115744783
15354,1.0,0.002577659845034332
15383,1.0,0.011845662809521009
15421,1.0,-0.0001374920922100945
15440,1.0,0.0001193007922083867
15443,1.0,-0.0035143831471596957
15456,1.0,-0.012774737843679428
15461,1.0,0.000913805154435158
15467,1.0,0.004117174451260236
15583,0.0,0.0
15776,1.0,-0.04147350606854204
15868,1.0,-0.008699183744262507
15901,1.0,0.0038518046005301563
16021,1.0,-0.0001792266841426245
16032,1.0,0.001592718492431748
16073,1.0,0.002372583857638065
16093,1.0,-0.00861033165585722
16099,0.0,0.0
16106,1.0,0.004404238561273217
16116,0.0,0.0
16165,0.0,0.0
16206,1.0,0.0015532029982365846
16211,1.0,-0.0005294213065160213
16213,1.0,-0.004700603131509395
16281,1.0,0.0019750993575861587
17168,1.0,0.0006269326177562912
17215,1.0,0.0016624170105967373
17218,1.0,0.00014429114281199786
17220,1.0,-0.0022416004248391867
17240,0.0,0.0
17366,1.0,0.0006349902552377034
17389,1.0,-0.005520469170916521
17464,1.0,-0.005817472791130573
17497,1.0,0.0007961653085707878
17552,1.0,-0.026592805887116426
17784,1.0,6.3881467250555805e-06
17791,0.0,0.0
17809,1.0,-0.0008530579739389303
17811,0.0,0.0
17825,1.0,0.0008266824038568126
17875,0.0,0.0
17884,1.0,-0.004007493617481261
18030,1.0,0.001976342841395013
18241,1.0,-0.0005114413786673666
18323,1.0,-0.001016157326691146
18325,1.0,0.0020224049245924766
18466,1.0,-0.0016256079795175802
18486,0.0,0.0
18602,1.0,0.0005227136000709707
18617,1.0,0.0024833926233876723
18697,1.0,-0.0007599683468626928
18721,1.0,-0.02087046314953053
18749,1.0,-0.0019937915525340155
18804,1.0,0.0021973440683273823
18809,1.0,-0.0013236953769217906
18835,1.0,0.0008749423306668158
18855,1.0,0.001021775778364671
18927,1.0,0.0021294264775790156
18940,1.0,-0.003999496509278234
18945,1.0,0.006057131787666375
18965,1.0,0.0010447116420572587
19002,1.0,0.0030923808639829473
19023,1.0,0.0020433553873399103
19027,1.0,0.0023719319072271388
19067,0.0,0.0
19128,1.0,0.001794979141640343
19230,1.0,-0.0040373862754425425
19282,0.0,0.0
19341,1.0,-0.0055990557522245035
19353,1.0,0.00028669484182407105
19425,1.0,0.004203030380483075
19596,1.0,0.0033208911479150225
19632,1.0,0.01147771186845457
19775,1.0,0.00013905303277799634
19794,1.0,-0.001565654385713414
19818,1.0,0.004506469300290049
19913,1.0,0.004348599689492324
19953,1.0,0.0008847432720115388
19969,1.0,0.0019198023803110656
19990,1.0,0.004047227154137434
20039,1.0,0.003043448816528337
20084,1.0,-0.06161466984222557
20088,1.0,0.0012313551824848033
20111,1.0,0.0005190454442688961
20142,1.0,0.010063806474085217
20227,1.0,0.004336090921859316
20245,1.0,0.007421467551253274
20364,1.0,3.225192984361927e-05
20581,1.0,0.0038790037953815616
20687,1.0,0.000832504616194921
21006,1.0,0.003676238054908774
21033,1.0,0.0018474284722908296
21042,0.0,0.0
21062,1.0,-0.006799253361916389
21502,1.0,0.00025255917752908065
722,1.0,-0.00609466202081415
762,1.0,-0.0007299981026732826
774,1.0,0.00016989816428034094
1032,1.0,0.0011319984037377504
1253,1.0,-0.0031912835624253247
2017,1.0,-1.6145439277665853e-05
2246,1.0,0.002299315278329097
2308,0.0,0.0
2330,1.0,0.0019496144931758362
2372,1.0,0.0023817275482510268
2440,1.0,0.001888614557383339
2533,1.0,0.000970636862026265
2561,1.0,-0.0021938560310297874
2789,1.0,-0.0090415250745566
2943,1.0,-0.007680292646670892
3199,1.0,0.0037570397498355237
3452,0.0,0.0
3592,1.0,-0.0007429629793554743
4000,1.0,0.005734788958818014
4577,1.0,0.00795587176377742
5391,1.0,0.00759908106297243
5395,1.0,0.0011435841527288272
5550,1.0,0.001393736261818478
5717,1.0,-0.0005466888269329458
5736,1.0,-0.02854953138228685
5751,1.0,0.0004508872406585485
5844,1.0,-0.006318573717013576
6137,1.0,-0.001463752080686975
6192,1.0,0.005648860800559246
6249,1.0,0.0031850569876783474
6304,1.0,0.0022692388022983005
6406,1.0,0.0005928075020589848
6649,1.0,0.008925748440667361
6699,1.0,0.00922886205801875
6780,1.0,0.0032000199280252124
6933,0.0,0.0
6936,1.0,-0.0036956679650021807
7143,1.0,0.006763503054318486
7473,0.0,0.0
7475,1.0,0.003493217016317803
7512,0.0,0.0
7876,1.0,-8.907436741554766e-05
8046,1.0,0.005178867091085596
8213,0.0,0.0
8719,1.0,-0.0008826155338836044
10028,1.0,0.00025255917752908065
10434,1.0,0.0011435841527288272
10805,1.0,6.3881467250555805e-06
12843,1.0,0.002616752591443975
12853,1.0,-0.0038925427413562335
12855,0.0,0.0
12860,1.0,-0.0011564342367120573
12928,1.0,-0.0004291519039732448
12971,1.0,0.003574667807465525
12977,1.0,0.003803061852511674
13025,1.0,0.0010510388485516753
13045,1.0,0.0011648523748729127
13070,1.0,0.0022156057018076587
13072,0.0,0.0
13099,1.0,-0.0011993177520147058
13135,1.0,-0.014876781030542215
13305,1.0,-0.007618596684830623
13354,1.0,-0.038738584450613914
13506,1.0,0.002942476998031865
13511,1.0,-0.009915971378343215
13641,0.0,0.0
13655,1.0,-0.0021828873839069337
13727,1.0,-0.00047621535142214344
13757,0.0,0.0
13830,1.0,0.007079598618269872
13835,1.0,-0.0018049097907483613
13894,0.0,0.0
13934,1.0,0.0021963127079401446
14157,1.0,0.002508445266333725
14212,1.0,0.004208488698088388
14261,1.0,-0.008101974077079814
14284,1.0,-0.08304178320186328
14298,0.0,0.0
14437,0.0,0.0
14456,1.0,-0.005136051383553853
14481,1.0,0.0041952449065721705
14846,1.0,-0.004089688327708162
14984,1.0,-0.006040368857656565
15132,1.0,0.0022111353808459346
15171,1.0,-0.009423472984555708
15201,0.0,0.0
15203,1.0,-0.001152492163825636
15222,1.0,-0.00030924613380670356
15229,1.0,0.00402881602831901
15356,0.0,0.0
15365,1.0,0.001128897745876533
15425,1.0,0.0022167880916270683
15433,1.0,0.004200597413126513
15453,1.0,-8.419955104529845e-05
15466,1.0,-0.01154784286075139
15508,1.0,0.0006066909643993792
15584,1.0,0.003952379360629179
15648,1.0,0.000663159227430112
15674,1.0,-0.00526080370492665
15704,1.0,0.004531064303757484
15872,1.0,0.004327531509001022
15897,0.0,0.0
16069,1.0,0.001091293855413607
16072,1.0,-0.0006886285903729208
16100,0.0,0.0
16185,0.0,0.0
16232,1.0,0.003973993536215307
16259,1.0,-0.000772842898020257
16276,1.0,0.001561436446797028
16350,1.0,-0.0013950241145598173
17171,1.0,0.002616752591443975
17186,1.0,0.00025255917752908065
17208,0.0,0.0
17223,0.0,0.0
17253,1.0,0.0010714253662834953
17258,0.0,0.0
17280,1.0,0.0011396371615802995
17332,1.0,-0.015964585470597214
17340,1.0,-0.05695362155874282
17435,0.0,0.0
17605,1.0,-0.000324623449501167
17629,1.0,-0.01090450528839691
17801,1.0,0.004129605497197906
18091,1.0,0.003443545414066978
18415,1.0,0.0007193590735975971
18463,1.0,0.004559473237220264
18485,0.0,0.0
18604,1.0,0.0010034842188976346
18612,1.0,0.0011114691507199076
18650,1.0,0.0007015291509638864
18740,1.0,-0.002691098462813415
18768,1.0,-0.002126136236812766
18787,1.0,-0.0021004904304614976
18807,1.0,0.0021665402190576507
19008,1.0,0.0014709427020069663
19101,0.0,0.0
19174,1.0,0.001968986096140657
19207,1.0,0.00454008227095158
19543,1.0,0.0011435841527288272
19616,1.0,0.00219560076519761
19658,0.0,0.0
19702,1.0,-0.010314562015551915
19757,1.0,-0.009063317796657946
19940,1.0,-0.004805052370663993
19968,1.0,0.00025255917752908065
19992,1.0,0.0029068559646907204
20040,1.0,0.005407228460867325
20048,1.0,0.0014327968926480948
20064,1.0,0.00045884724372752847
20106,1.0,0.008097802005824436
20144,1.0,-0.0005800563138229431
20345,1.0,0.002449452170934326
20430,0.0,0.0
20625,1.0,0.0011199686231431834
20764,1.0,0.002265508098887954
21034,1.0,0.0007373704621395536
22075,1.0,0.0009607795012838356
2001ah,0.0,0.0
2001az,0.0,0.0
2001da,1.0,6.3881467250555805e-06
2001en,1.0,-0.0020228307184683232
2001fe,0.0,0.0
2001gb,1.0,-6.095145388935747e-05
2001G,0.0,0.0
2001ic,1.0,6.3881467250555805e-06
2001V,1.0,6.3881467250555805e-06
2002bf,1.0,6.3881467250555805e-06
2002bz,1.0,6.3881467250555805e-06
2002ck,1.0,-0.00010710950649545049
2002cr,0.0,0.0
2002de,1.0,-0.009529642462078792
2002dp,0.0,0.0
2002eu,0.0,0.0
2002G,1.0,6.3881467250555805e-06
2002ha,0.0,0.0
2002he,0.0,0.0
2002kf,0.0,0.0
2003ae,0.0,0.0
2003ch,0.0,0.0
2003cq,1.0,6.3881467250555805e-06
2003fa,0.0,0.0
2003hu,0.0,0.0
2003ic,1.0,-0.004033356965675282
2003it,1.0,6.3881467250555805e-06
2003iv,0.0,0.0
2003U,0.0,0.0
2004as,1.0,-0.0028454288924891226
2004L,1.0,-0.00021901922763396797
2005hc,1.0,6.3881467250555805e-06
2005hf,1.0,6.3881467250555805e-06
2005hj,0.0,0.0
2005ki,1.0,6.3881467250555805e-06
2005lu,0.0,0.0
2005lz,0.0,0.0
2005mc,1.0,-0.00044234263782800556
2005ms,0.0,0.0
2005na,0.0,0.0
2006ac,1.0,6.3881467250555805e-06
2006ah,0.0,0.0
2006ak,1.0,6.3881467250555805e-06
2006al,1.0,-0.001337059307929974
2006ax,0.0,0.0
2006bb,1.0,6.3881467250555805e-06
2006bq,1.0,6.3881467250555805e-06
2006bw,1.0,6.3881467250555805e-06
2006cj,1.0,-0.00020548046756876682
2006cp,1.0,6.3881467250555805e-06
2006cq,1.0,-0.0021575544993347588
2006en,1.0,6.3881467250555805e-06
2006gr,1.0,6.3881467250555805e-06
2006gt,1.0,-0.00023353782324768782
2006hb,0.0,0.0
2006is,0.0,0.0
2006je,1.0,6.3881467250555805e-06
2006mo,1.0,6.3881467250555805e-06
2006mp,0.0,0.0
2006N,0.0,0.0
2006oa,1.0,0.00025255917752908065
2006ob,1.0,0.00025255917752908065
2006on,1.0,0.00025255917752908065
2006or,1.0,6.3881467250555805e-06
2006qo,0.0,0.0
2006sr,1.0,6.3881467250555805e-06
2006td,0.0,0.0
2006te,1.0,6.3881467250555805e-06
2007ae,1.0,0.00025255917752908065
2007ap,1.0,6.3881467250555805e-06
2007ar,1.0,0.00025255917752908065
2007bd,1.0,6.3881467250555805e-06
2007co,0.0,0.0
2007cq,1.0,6.3881467250555805e-06
2007F,1.0,6.3881467250555805e-06
2007O,1.0,6.3881467250555805e-06
2008af,1.0,6.3881467250555805e-06
2008bf,0.0,0.0
2008L,1.0,6.3881467250555805e-06
2007A,1.0,6.3881467250555805e-06
2007aj,0.0,0.0
2007cb,0.0,0.0
2007cc,0.0,0.0
2007fb,1.0,6.3881467250555805e-06
2007hu,1.0,6.3881467250555805e-06
2007is,1.0,6.3881467250555805e-06
2007kh,0.0,0.0
2007kk,1.0,-0.0208519077303265
2007ob,1.0,6.3881467250555805e-06
2007su,1.0,6.3881467250555805e-06
2007ux,1.0,6.3881467250555805e-06
2008C,0.0,0.0
2008Y,1.0,-0.0027112241822083902
2008ac,0.0,0.0
2008ar,1.0,6.3881467250555805e-06
2008at,0.0,0.0
2008bw,0.0,0.0
2008by,1.0,6.3881467250555805e-06
2008bz,0.0,0.0
2008cf,0.0,0.0
2008ds,0.0,0.0
2008fr,1.0,6.3881467250555805e-06
2008gb,0.0,0.0
2008gl,1.0,-0.007383669132941982
2009D,0.0,0.0
2009ad,0.0,0.0
2009an,0.0,0.0
2009ds,0.0,0.0
2008050,0.0,0.0
2008051,1.0,6.3881467250555805e-06
2009kk,0.0,0.0
2009kq,1.0,6.3881467250555805e-06
2009le,0.0,0.0
2009na,1.0,-0.006024770267947833
2009nq,1.0,6.3881467250555805e-06
2010A,1.0,-0.00027766783961698824
2010H,0.0,0.0
2010Y,1.0,6.3881467250555805e-06
2010dt,0.0,0.0
PTF10bjs,1.0,-0.0001687368336289424
2004ef,1.0,6.3881467250555805e-06
2004eo,0.0,0.0
2004ey,1.0,6.3881467250555805e-06
2004gu,1.0,-0.0009431596193905211
2005be,1.0,6.3881467250555805e-06
2005bo,0.0,0.0
2005el,0.0,0.0
2005eq,1.0,-0.005633015257558967
2005iq,0.0,0.0
2005kc,1.0,6.3881467250555805e-06
2005M,1.0,-0.0004424089955660222
2006bh,0.0,0.0
2006ef,0.0,0.0
2006ej,1.0,6.3881467250555805e-06
2006eq,1.0,6.3881467250555805e-06
2006et,1.0,6.3881467250555805e-06
2006ev,0.0,0.0
2006lu,0.0,0.0
2006py,0.0,0.0
2007bc,1.0,6.3881467250555805e-06
2007ca,0.0,0.0
2007nq,1.0,-0.011387783500053693
2008bq,0.0,0.0
2008gp,0.0,0.0
2008hv,0.0,0.0
1993ac,1.0,-0.0010966243541557586
1993ae,0.0,0.0
1994M,1.0,6.3881467250555805e-06
1994Q,1.0,6.3881467250555805e-06
1994S,0.0,0.0
1995ak,1.0,6.3881467250555805e-06
1996bl,1.0,6.3881467250555805e-06
1996bv,0.0,0.0
1996C,1.0,6.3881467250555805e-06
1997dg,0.0,0.0
1997E,0.0,0.0
1997Y,1.0,6.3881467250555805e-06
1998dk,1.0,6.3881467250555805e-06
1998dx,0.0,0.0
1998ec,0.0,0.0
1998ef,1.0,6.3881467250555805e-06
1998eg,1.0,6.3881467250555805e-06
1999cc,1.0,6.3881467250555805e-06
1999dq,0.0,0.0
1999ef,1.0,-0.007805158364379857
1999ej,1.0,6.3881467250555805e-06
1999X,1.0,6.3881467250555805e-06
2000B,0.0,0.0
2000cf,0.0,0.0
2000cn,0.0,0.0
2000dk,0.0,0.0
2000fa,0.0,0.0
6,0.0,0.0
11,0.0,0.0
34,0.0,0.0
91,1.0,0.001673633440014156
142,1.0,0.008292232026101166
190,1.0,0.0008274947217371345
199,1.0,-0.015448623030814837
215,1.0,0.0038309329814468426
236,1.0,0.0018921160571518255
420,0.0,0.0
10026,1.0,6.3881467250555805e-06
20027,1.0,-0.05012529909699104
20096,1.0,-0.05179646141931618
20176,1.0,-0.015050170737822279
30066,1.0,-0.004483108121552401
40137,1.0,0.0071791276599623526
40166,1.0,0.006858707758511662
40782,0.0,0.0
50005,1.0,-0.0364902473716571
50203,0.0,0.0
50251,1.0,0.0023384813051248836
50293,1.0,-0.034858007723038154
50301,1.0,-0.0005802592751116675
50607,1.0,-0.003498956230554781
70955,1.0,0.005019741215365907
80723,1.0,-0.019507217404255036
90201,0.0,0.0
91869,1.0,0.003267938267523581
100090,1.0,0.0023986970652673145
100163,1.0,0.0013182264812902668
100213,0.0,0.0
100405,0.0,0.0
110033,1.0,0.003028547399637056
110478,0.0,0.0
110536,0.0,0.0
110567,0.0,0.0
110719,1.0,-0.005572189570876164
110734,1.0,0.008933891725787135
120085,0.0,0.0
120094,1.0,0.005255439803502175
120336,1.0,0.001467954675788021
120400,1.0,0.006691598253669928
120585,0.0,0.0
130308,1.0,0.00025255917752908065
130514,1.0,0.0011435841527288272
130862,1.0,0.005828259722524824
140181,1.0,0.0010865459130840083
150509,1.0,-0.0022443159017287665
151034,1.0,-0.0003451514669179658
160039,1.0,0.0025856383197611355
160099,1.0,0.001066375672682812
160197,0.0,0.0
160200,1.0,-0.035468777821730746
170428,0.0,0.0
180166,0.0,0.0
180561,1.0,0.00226688430013982
190230,1.0,0.000964835442792995
190260,1.0,0.0011435841527288272
300105,1.0,-5.548730552953923e-05
310025,1.0,0.0013877296473485154
310042,0.0,0.0
310073,0.0,0.0
310091,0.0,0.0
310161,1.0,0.001460866490536018
310238,1.0,0.002179266249536402
310574,0.0,0.0
320258,1.0,0.00941993927923259
330022,1.0,-0.00601886140091849
330089,1.0,-0.000317897974004621
330128,1.0,0.00726538440149524
330146,1.0,0.0011435841527288272
340334,0.0,0.0
350047,1.0,0.0034420136491603755
350078,0.0,0.0
350083,1.0,-0.006506952876240453
350233,0.0,0.0
350316,1.0,0.00025255917752908065
350548,1.0,0.00018860236828883254
360112,1.0,-0.012254565054082211
360140,1.0,0.0031042676172108714
360156,0.0,0.0
370098,0.0,0.0
370308,1.0,0.0008217314572910627
370333,1.0,-0.0002226909896451597
370356,1.0,6.3881467250555805e-06
370369,0.0,0.0
370428,1.0,-0.00233243079011139
370563,1.0,-0.0005585281496654688
380279,1.0,-0.0011114820842248654
380378,1.0,0.0006207512397357895
390264,0.0,0.0
390471,0.0,0.0
420100,1.0,-0.0125442852441113
420159,1.0,0.00125587567027467
420258,1.0,0.0014162933603183879
420407,1.0,0.0049428455677567144
420417,1.0,-0.03498108642752938
430004,1.0,-0.023532992944971246
440008,0.0,0.0
440042,0.0,0.0
440162,1.0,0.00890396348130949
440509,1.0,0.010677809608545322
450175,0.0,0.0
460003,1.0,0.002507899133724531
460037,0.0,0.0
460105,1.0,0.0011245541611877054
470008,0.0,0.0
470041,0.0,0.0
470232,0.0,0.0
470244,1.0,0.0017700175996817231
480064,1.0,-0.004170096207121212
