name,use,dmlens
480464,1.0,-0.0033255132445719447
490008,1.0,0.0011435841527288272
490521,1.0,-0.0166649446816775
500004,1.0,0.006603911932633362
500057,1.0,0.0006175217253972225
500100,1.0,0.009959554102936011
500504,1.0,-0.007253722904478465
510251,1.0,0.00415622874223188
510457,1.0,0.02398030013667683
510578,1.0,0.002855622515502426
510638,0.0,0.0
520019,1.0,0.006343976162721539
520023,1.0,-0.0018166732416579762
520062,0.0,0.0
520077,1.0,0.00563687098205623
520188,1.0,0.005974634318076696
530112,1.0,0.007889620587574659
530219,0.0,0.0
540163,1.0,0.006267409096640703
550041,1.0,0.00465540186776215
550096,0.0,0.0
550154,1.0,0.0031824237617888054
550218,0.0,0.0
560087,1.0,0.008833922239730072
560121,1.0,0.0021805233708262345
560152,1.0,0.0028083924997345895
570025,1.0,-0.010146939082660998
570062,1.0,0.0011402552373640672
580235,0.0,0.0
580275,0.0,0.0
580300,1.0,0.002752217093985685
590005,1.0,0.0014895254966137248
200132,0.0,0.0
350180,0.0,0.0
10,1.0,-0.003653248164851037
14,1.0,-0.005172446862858213
38,1.0,0.0022205223815637597
137,1.0,-0.0009846704513230126
174,1.0,-0.017934208685507425
196,0.0,0.0
202,0.0,0.0
220,0.0,0.0
10010,1.0,-5.4365352844542604e-05
20090,1.0,-0.11731026731188055
30006,1.0,0.021952896628538658
40150,0.0,0.0
40201,1.0,0.004351551219502281
40780,1.0,-0.016363206390313363
50003,0.0,0.0
50201,1.0,-0.011719715634897529
50291,1.0,-0.0003735899589363788
50296,1.0,-0.019685603082672386
50303,0.0,0.0
50580,1.0,0.012545220937084833
70242,1.0,0.00025255917752908065
80064,0.0,0.0
80646,0.0,0.0
90037,1.0,-0.005950193689354573
90275,0.0,0.0
100101,1.0,0.012245476655702626
100206,0.0,0.0
100358,1.0,0.008175000536815615
110425,1.0,0.009114643551522045
110430,1.0,0.006160504403858128
110460,0.0,0.0
110484,0.0,0.0
110542,1.0,0.021349755576351947
110716,1.0,0.005809751991260679
110721,1.0,0.0022314398748414233
120044,1.0,-0.008272790059928096
120086,1.0,-0.0020092653775739718
120143,1.0,0.0011417940661290911
120369,1.0,0.007763815356664698
120444,0.0,0.0
120586,0.0,0.0
130755,1.0,0.0031507250073265014
140152,0.0,0.0
150254,1.0,-0.010232321717597083
150457,1.0,0.010410549833880945
160070,1.0,-0.011719138546689588
160126,1.0,-0.008906894817366758
160198,1.0,-0.008583296839578555
160214,1.0,-0.14016726330851836
170078,1.0,-0.03846815018153118
180313,0.0,0.0
190209,1.0,0.006618332249591012
190340,1.0,0.0010519049531439678
300179,1.0,-0.011908971044130004
310039,0.0,0.0
310051,1.0,-0.030373394976971703
310090,1.0,-0.007390076641440908
310146,0.0,0.0
310188,1.0,-0.002339214142105382
310260,1.0,0.0029275826869628457
320099,1.0,0.0005966018413474938
320469,1.0,-0.000454907924799167
330023,1.0,0.0019234860062532911
330083,0.0,0.0
340229,1.0,0.0009344021807641482
350027,1.0,0.0025457907046893147
350050,1.0,-0.011411330732419078
350080,1.0,-0.0010082473543974596
350192,1.0,0.005448804620822599
350235,0.0,0.0
350374,1.0,0.015559661277417758
350630,1.0,0.00974707024796742
360139,1.0,0.006363745509083808
360145,1.0,-0.010492431862476682
370066,1.0,0.00025255917752908065
370329,1.0,0.0036062742322322885
370344,1.0,0.0073535069255464755
370367,0.0,0.0
370394,0.0,0.0
370498,0.0,0.0
370566,1.0,0.0002432346005688131
370595,1.0,0.0022796217489322876
380318,1.0,0.00598097108384629
390259,0.0,0.0
390449,0.0,0.0
390627,1.0,0.002255996899190006
420196,1.0,0.004988995030729602
420352,1.0,-0.0044097903376764825
420414,1.0,0.007229473585081681
430003,1.0,0.01069937652312778
440005,0.0,0.0
440050,1.0,0.0055432131945738075
440236,1.0,-0.001312120526916944
440285,1.0,0.0015225590995020565
440643,0.0,0.0
450082,0.0,0.0
450339,1.0,-0.002436388736593985
460064,0.0,0.0
470015,0.0,0.0
470043,0.0,0.0
470110,0.0,0.0
480184,1.0,-0.027893684870638633
490007,1.0,-0.0011407751863823793
490037,1.0,-0.12889909206239025
500038,1.0,-0.004132504376928281
500065,1.0,0.0010891129096869843
500301,1.0,-0.008458274899539401
500511,0.0,0.0
510113,0.0,0.0
510266,1.0,-0.05562337239354301
510550,0.0,0.0
510597,1.0,0.005414225289966188
520022,1.0,0.0011435841527288272
520041,1.0,0.004926078367717128
520071,1.0,0.01190985562578412
530037,0.0,0.0
530086,1.0,6.3881467250555805e-06
530251,0.0,0.0
550005,0.0,0.0
550059,1.0,0.009296974468436036
550137,1.0,-0.04691816511549145
550202,1.0,-0.035632088271065065
560027,1.0,0.023021823431450907
560054,1.0,0.01101466731521689
560150,1.0,0.0021345114924937823
570022,1.0,0.009585236837326714
570056,1.0,-0.0077357840151957066
580104,1.0,0.009161514848254566
580270,1.0,-0.0019337572233933346
580276,0.0,0.0
590031,1.0,0.0022615936139079584
590194,1.0,0.00025255917752908065
520016,1.0,0.0027867900890107475
380199,0.0,0.0
vespesian,0.0,0.0
washington,0.0,0.0
carter,0.0,0.0
Primo,0.0,0.0
geta,0.0,0.0
stone,0.0,0.0
colfax,0.0,0.0
wilson,0.0,0.0
Aphrodite,0.0,0.0
Borg,0.0,0.0
Eagle,0.0,0.0
Frodo,0.0,0.0
Gabi,0.0,0.0
Koekemoer,0.0,0.0
Lancaster,0.0,0.0
Manipogo,0.0,0.0
Mcguire,0.0,0.0
Ombo,0.0,0.0
Patuxent,0.0,0.0
Rakke,0.0,0.0
Sasquatch,0.0,0.0
Thoth,0.0,0.0
Vilas,0.0,0.0
SCP05D0,0.0,0.0
SCP05D6,0.0,0.0
SCP06C0,0.0,0.0
